,Token,Lemma,Pos,Chunklabel,DepREL,Previous,PTokenPos,Negation
1,his,-PRON-,DET,PRP$,poss,back,ADV,O
1,chair,chair,PROPN,NNP,dobj,his,DET,O
1,and,and,CCONJ,CC,cc,chair,PROPN,O
1,lighting,lighting,NOUN,NN,conj,and,CCONJ,O
1,a,a,X,LS,det,lighting,NOUN,O
1,cigarette,cigarette,NOUN,NN,dobj,a,X,O
1,.,.,PUNCT,.,punct,cigarette,NOUN,O
1,``,`,PUNCT,``,punct,.,PUNCT,O
1,I,-PRON-,PRON,PRP,nsubjpass,``,PUNCT,O
1,am,be,AUX,VBP,auxpass,I,PRON,O
1,bound,bound,PROPN,NNP,ROOT,am,AUX,O
1,to,to,ADP,IN,aux,bound,PROPN,O
1,say,say,VERB,VB,xcomp,to,ADP,O
1,that,that,SCONJ,IN,dobj,say,VERB,O
1,in,in,ADP,IN,prep,that,SCONJ,O
1,all,all,DET,DT,predet,in,ADP,O
1,the,the,DET,DT,det,all,DET,O
1,accounts,account,NOUN,NNS,pobj,the,DET,O
1,which,which,DET,WDT,pobj,accounts,NOUN,O
1,you,-PRON-,PRON,PRP,nsubj,which,DET,O
1,have,have,AUX,VBP,aux,you,PRON,O
1,been,be,AUX,VBN,relcl,have,AUX,O
1,so,so,ADV,RB,advmod,been,AUX,O
1,good,good,ADJ,JJ,acomp,so,ADV,O
1,as,as,SCONJ,IN,mark,good,ADJ,O
1,to,to,ADP,IN,aux,as,SCONJ,O
1,give,give,VERB,VB,xcomp,to,ADP,O
1,of,of,ADP,IN,prep,give,VERB,O
1,my,-PRON-,DET,PRP$,poss,of,ADP,O
1,own,own,ADJ,JJ,amod,my,DET,O
1,small,small,ADJ,JJ,amod,own,ADJ,O
1,achievements,achievement,NOUN,NNS,pobj,small,ADJ,O
1,you,-PRON-,PRON,PRP,nsubj,achievements,NOUN,O
1,have,have,AUX,VBP,aux,you,PRON,O
1,habitually,habitually,ADV,RB,advmod,have,AUX,O
1,underrated,underrated,ADJ,JJ,relcl,habitually,ADV,O
1,your,-PRON-,DET,PRP$,poss,underrated,ADJ,O
1,own,own,ADJ,JJ,amod,your,DET,O
1,abilities,ability,NOUN,NNS,dobj,own,ADJ,O
1,.,.,PUNCT,.,punct,abilities,NOUN,O
1,It,-PRON-,PRON,PRP,nsubj,.,PUNCT,O
1,may,may,VERB,MD,aux,It,PRON,O
1,be,be,AUX,VB,ROOT,may,VERB,O
1,that,that,SCONJ,IN,mark,be,AUX,O
1,you,-PRON-,PRON,PRP,nsubj,that,SCONJ,O
1,are,be,AUX,VBP,ccomp,you,PRON,O
1,not,not,PART,RB,neg,are,AUX,B-NEG
1,yourself,-PRON-,PRON,PRP,attr,not,PART,O
1,luminous,luminous,ADJ,JJ,acomp,yourself,PRON,O
1,",",",",PUNCT,",",punct,luminous,ADJ,O
1,but,but,CCONJ,CC,cc,",",PUNCT,O
1,you,-PRON-,PRON,PRP,nsubj,but,CCONJ,O
1,are,be,AUX,VBP,conj,you,PRON,O
1,a,a,X,LS,det,are,AUX,O
1,conductor,conductor,NOUN,NN,attr,a,X,O
1,of,of,ADP,IN,prep,conductor,NOUN,O
1,light,light,NOUN,NN,pobj,of,ADP,O
1,.,.,PUNCT,.,punct,light,NOUN,O
1,Some,some,DET,DT,det,.,PUNCT,O
1,people,people,NOUN,NNS,nsubj,Some,DET,O
1,without,without,ADP,IN,prep,people,NOUN,B-NEG
1,possessing,possess,VERB,VBG,pcomp,without,ADP,O
1,genius,genius,PROPN,NNP,dobj,possessing,VERB,O
1,have,have,AUX,VBP,ROOT,genius,PROPN,O
1,a,a,X,LS,det,have,AUX,O
1,remarkable,remarkable,ADJ,JJ,amod,a,X,O
1,power,power,NOUN,NN,dobj,remarkable,ADJ,O
1,of,of,ADP,IN,prep,power,NOUN,O
1,stimulating,stimulate,VERB,VBG,pcomp,of,ADP,O
1,it,-PRON-,PRON,PRP,dobj,stimulating,VERB,O
1,.,.,PUNCT,.,punct,it,PRON,O
1,I,-PRON-,PRON,PRP,nsubj,'',PUNCT,O
1,confess,confess,PROPN,NNP,ROOT,I,PRON,O
1,",",",",PUNCT,",",punct,confess,PROPN,O
1,my,-PRON-,DET,PRP$,poss,",",PUNCT,O
1,dear,dear,ADJ,JJ,amod,my,DET,O
1,fellow,fellow,PROPN,NNP,npadvmod,dear,ADJ,O
1,",",",",PUNCT,",",punct,fellow,PROPN,O
1,that,that,SCONJ,IN,mark,",",PUNCT,O
1,I,-PRON-,PRON,PRP,nsubj,that,SCONJ,O
1,am,be,AUX,VBP,ccomp,I,PRON,O
1,very,very,ADV,RB,advmod,am,AUX,O
1,much,much,ADJ,JJ,advmod,very,ADV,O
1,in,in,ADP,IN,prep,much,ADJ,O
1,your,-PRON-,DET,PRP$,poss,in,ADP,O
1,debt,debt,NOUN,NN,pobj,your,DET,O
1,.,.,PUNCT,.,punct,debt,NOUN,O
1,'','',PUNCT,'',punct,.,PUNCT,O
1,He,-PRON-,PRON,PRP,nsubj,.,PUNCT,O
1,had,have,AUX,VBD,aux,He,PRON,O
1,never,never,ADV,RB,neg,had,AUX,B-NEG
1,said,say,VERB,VBD,ROOT,never,ADV,O
1,as,as,SCONJ,IN,advmod,said,VERB,O
1,much,much,ADJ,JJ,advmod,as,SCONJ,O
1,before,before,ADP,IN,advmod,much,ADJ,O
1,",",",",PUNCT,",",punct,before,ADP,O
1,and,and,CCONJ,CC,cc,",",PUNCT,O
1,I,-PRON-,PRON,PRP,nsubj,and,CCONJ,O
1,must,must,VERB,MD,aux,I,PRON,O
1,admit,admit,VERB,VB,conj,must,VERB,O
1,that,that,SCONJ,IN,mark,admit,VERB,O
1,his,-PRON-,DET,PRP$,poss,that,SCONJ,O
1,words,word,NOUN,NNS,nsubj,his,DET,O
1,gave,give,VERB,VBD,ccomp,words,NOUN,O
1,me,-PRON-,PRON,PRP,dative,gave,VERB,O
1,keen,keen,PROPN,NNP,amod,me,PRON,O
1,pleasure,pleasure,NOUN,NN,dobj,keen,PROPN,O
1,",",",",PUNCT,",",punct,pleasure,NOUN,O
1,for,for,ADP,IN,mark,",",PUNCT,O
1,I,-PRON-,PRON,PRP,nsubjpass,for,ADP,O
1,had,have,AUX,VBD,aux,I,PRON,O
1,often,often,ADV,RB,advmod,had,AUX,O
1,been,be,AUX,VBN,auxpass,often,ADV,O
1,piqued,pique,VERB,VBN,ccomp,been,AUX,O
1,by,by,ADP,IN,agent,piqued,VERB,O
1,his,-PRON-,DET,PRP$,poss,by,ADP,O
1,indifference,indifference,NOUN,NN,pobj,his,DET,O
1,to,to,ADP,IN,prep,indifference,NOUN,O
1,my,-PRON-,DET,PRP$,poss,to,ADP,O
1,admiration,admiration,NOUN,NN,pobj,my,DET,O
1,and,and,CCONJ,CC,cc,admiration,NOUN,O
1,to,to,ADP,IN,conj,and,CCONJ,O
1,the,the,DET,DT,det,to,ADP,O
1,attempts,attempt,NOUN,NNS,pobj,the,DET,O
1,which,which,DET,WDT,dobj,attempts,NOUN,O
1,I,-PRON-,PRON,PRP,nsubj,which,DET,O
1,had,have,AUX,VBD,aux,I,PRON,O
1,made,make,VERB,VBN,relcl,had,AUX,O
1,to,to,ADP,IN,aux,made,VERB,O
1,give,give,VERB,VB,xcomp,to,ADP,O
1,publicity,publicity,NOUN,NN,dobj,give,VERB,O
1,to,to,ADP,IN,dative,publicity,NOUN,O
1,his,-PRON-,DET,PRP$,poss,to,ADP,O
1,methods,method,NOUN,NNS,pobj,his,DET,O
1,.,.,PUNCT,.,punct,methods,NOUN,O
1,I,-PRON-,PRON,PRP,nsubj,.,PUNCT,O
1,was,be,AUX,VBD,ROOT,I,PRON,O
1,proud,proud,ADJ,JJ,acomp,was,AUX,O
1,",",",",PUNCT,",",punct,proud,ADJ,O
1,too,too,ADV,RB,advmod,",",PUNCT,O
1,",",",",PUNCT,",",punct,too,ADV,O
1,to,to,ADP,IN,aux,",",PUNCT,O
1,think,think,VERB,VB,advcl,to,ADP,O
1,that,that,SCONJ,IN,mark,think,VERB,O
1,I,-PRON-,PRON,PRP,nsubj,that,SCONJ,O
1,had,have,AUX,VBD,aux,I,PRON,O
1,so,so,ADV,RB,advmod,had,AUX,O
1,far,far,ADV,RB,advmod,so,ADV,O
1,mastered,master,VERB,VBN,ccomp,far,ADV,O
1,his,-PRON-,DET,PRP$,poss,mastered,VERB,O
1,system,system,NOUN,NN,dobj,his,DET,O
1,as,as,SCONJ,IN,mark,system,NOUN,O
1,to,to,ADP,IN,aux,as,SCONJ,O
1,apply,apply,VERB,VB,advcl,to,ADP,O
1,it,-PRON-,PRON,PRP,dobj,apply,VERB,O
1,in,in,ADP,IN,prep,it,PRON,O
1,a,a,X,LS,det,in,ADP,O
1,way,way,NOUN,NN,pobj,a,X,O
1,which,which,DET,WDT,nsubj,way,NOUN,O
1,earned,earn,VERB,VBN,relcl,which,DET,O
1,his,-PRON-,DET,PRP$,poss,earned,VERB,O
1,approval,approval,NOUN,NN,dobj,his,DET,O
1,.,.,PUNCT,.,punct,approval,NOUN,O
1,He,-PRON-,PRON,PRP,nsubj,.,PUNCT,O
1,now,now,ADV,RB,advmod,He,PRON,O
1,took,take,VERB,VBD,ROOT,now,ADV,O
1,the,the,DET,DT,det,took,VERB,O
1,stick,stick,PROPN,NNP,dobj,the,DET,O
1,from,from,ADP,IN,prep,stick,PROPN,O
1,my,-PRON-,DET,PRP$,poss,from,ADP,O
1,hands,hand,NOUN,NNS,pobj,my,DET,O
1,and,and,CCONJ,CC,cc,hands,NOUN,O
1,examined,examine,VERB,VBN,conj,and,CCONJ,O
1,it,-PRON-,PRON,PRP,dobj,examined,VERB,O
1,for,for,ADP,IN,prep,it,PRON,O
1,a,a,X,LS,det,for,ADP,O
1,few,few,ADJ,JJ,amod,a,X,O
1,minutes,minute,NOUN,NNS,pobj,few,ADJ,O
1,with,with,ADP,IN,prep,minutes,NOUN,O
1,his,-PRON-,DET,PRP$,poss,with,ADP,O
1,naked,naked,ADJ,JJ,amod,his,DET,O
1,eyes,eye,NOUN,NNS,pobj,naked,ADJ,O
1,.,.,PUNCT,.,punct,eyes,NOUN,O
1,Then,then,ADV,RB,advmod,.,PUNCT,O
1,with,with,ADP,IN,prep,Then,ADV,O
1,an,an,X,LS,det,with,ADP,O
1,expression,expression,NOUN,NN,pobj,an,X,O
1,of,of,ADP,IN,prep,expression,NOUN,O
1,interest,interest,NOUN,NN,pobj,of,ADP,O
1,he,-PRON-,PRON,PRP,nsubj,interest,NOUN,O
1,laid,lay,VERB,VBN,relcl,he,PRON,O
1,down,down,ADV,RB,prt,laid,VERB,O
1,his,-PRON-,DET,PRP$,poss,down,ADV,O
1,cigarette,cigarette,NOUN,NN,dobj,his,DET,O
1,",",",",PUNCT,",",punct,cigarette,NOUN,O
1,and,and,CCONJ,CC,cc,",",PUNCT,O
1,carrying,carry,VERB,VBG,conj,and,CCONJ,O
1,the,the,DET,DT,det,carrying,VERB,O
1,cane,cane,PROPN,NNP,dobj,the,DET,O
1,to,to,ADP,IN,prep,cane,PROPN,O
1,the,the,DET,DT,det,to,ADP,O
1,window,window,NOUN,NN,pobj,the,DET,O
1,",",",",PUNCT,",",punct,window,NOUN,O
1,he,-PRON-,PRON,PRP,nsubj,",",PUNCT,O
1,looked,look,VERB,VBD,ROOT,he,PRON,O
1,over,over,ADV,RB,prep,looked,VERB,O
1,it,-PRON-,PRON,PRP,pobj,over,ADV,O
1,again,again,ADV,RB,advmod,it,PRON,O
1,with,with,ADP,IN,prep,again,ADV,O
1,a,a,X,LS,det,with,ADP,O
1,convex,convex,PROPN,NNP,compound,a,X,O
1,lens,lens,PROPN,NNP,pobj,convex,PROPN,O
1,.,.,PUNCT,.,punct,lens,PROPN,O
1,``,`,PUNCT,``,punct,.,PUNCT,O
1,Interesting,interesting,ADJ,JJ,advmod,``,PUNCT,O
1,",",",",PUNCT,",",punct,Interesting,ADJ,O
1,though,though,SCONJ,IN,mark,",",PUNCT,O
1,elementary,elementary,PROPN,NNP,ccomp,though,SCONJ,O
1,",",",",PUNCT,",",punct,elementary,PROPN,O
1,'','',PUNCT,'',punct,",",PUNCT,O
1,said,say,VERB,VBD,ROOT,'',PUNCT,O
1,he,-PRON-,PRON,PRP,nsubj,said,VERB,O
1,as,as,SCONJ,IN,mark,he,PRON,O
1,he,-PRON-,PRON,PRP,nsubj,as,SCONJ,O
1,returned,return,VERB,VBD,advcl,he,PRON,O
1,to,to,ADP,IN,prep,returned,VERB,O
1,his,-PRON-,DET,PRP$,poss,to,ADP,O
1,favourite,favourite,ADJ,JJ,amod,his,DET,O
1,corner,corner,NOUN,NN,pobj,favourite,ADJ,O
1,of,of,ADP,IN,prep,corner,NOUN,O
1,the,the,DET,DT,det,of,ADP,O
1,settee,settee,PROPN,NNP,pobj,the,DET,O
1,.,.,PUNCT,.,punct,settee,PROPN,O
1,``,`,PUNCT,``,punct,.,PUNCT,O
1,There,there,ADV,RB,expl,``,PUNCT,O
1,are,be,AUX,VBP,ROOT,There,ADV,O
1,certainly,certainly,ADV,RB,advmod,are,AUX,O
1,one,one,NUM,CD,nummod,certainly,ADV,O
1,or,or,CCONJ,CC,cc,one,NUM,O
1,two,two,NUM,CD,conj,or,CCONJ,O
1,indications,indication,NOUN,NNS,attr,two,NUM,O
1,upon,upon,SCONJ,IN,prep,indications,NOUN,O
1,the,the,DET,DT,det,upon,SCONJ,O
1,stick,stick,PROPN,NNP,pobj,the,DET,O
1,.,.,PUNCT,.,punct,stick,PROPN,O
1,It,-PRON-,PRON,PRP,nsubj,'',PUNCT,O
1,gives,give,VERB,VBZ,ROOT,It,PRON,O
1,us,-PRON-,PRON,PRP,dative,gives,VERB,O
1,the,the,DET,DT,det,us,PRON,O
1,basis,basis,NOUN,NN,dobj,the,DET,O
1,for,for,ADP,IN,prep,basis,NOUN,O
1,several,several,ADJ,JJ,amod,for,ADP,O
1,deductions,deduction,NOUN,NNS,pobj,several,ADJ,O
1,.,.,PUNCT,.,punct,deductions,NOUN,O
1,'','',PUNCT,'',punct,.,PUNCT,O
1,``,`,PUNCT,``,punct,.,PUNCT,O
1,Has,have,AUX,VBZ,aux,``,PUNCT,O
1,anything,anything,PRON,NN,nsubj,Has,AUX,O
1,escaped,escape,VERB,VBD,ROOT,anything,PRON,O
1,me,-PRON-,PRON,PRP,dobj,escaped,VERB,O
1,?,?,PUNCT,.,punct,me,PRON,O
1,'','',PUNCT,'',punct,?,PUNCT,O
1,I,-PRON-,PRON,PRP,nsubj,'',PUNCT,O
1,asked,ask,VERB,VBN,ROOT,I,PRON,O
1,with,with,ADP,IN,prep,asked,VERB,O
1,some,some,DET,DT,det,with,ADP,O
1,self-importance,self-importance,NOUN,NN,pobj,some,DET,O
1,.,.,PUNCT,.,punct,self-importance,NOUN,O
1,``,`,PUNCT,``,punct,'',PUNCT,O
1,I,-PRON-,PRON,PRP,nsubj,``,PUNCT,O
1,trust,trust,NOUN,NN,ROOT,I,PRON,O
1,that,that,SCONJ,IN,mark,trust,NOUN,O
1,there,there,ADV,RB,expl,that,SCONJ,O
1,is,be,AUX,VBZ,ccomp,there,ADV,O
1,nothing,nothing,PRON,NN,attr,is,AUX,B-NEG
1,of,of,ADP,IN,prep,nothing,PRON,O
1,consequence,consequence,PROPN,NNP,pobj,of,ADP,O
1,which,which,DET,WDT,dobj,consequence,PROPN,O
1,I,-PRON-,PRON,PRP,nsubj,which,DET,O
1,have,have,AUX,VBP,aux,I,PRON,O
1,overlooked,overlook,VERB,VBN,relcl,have,AUX,O
1,?,?,PUNCT,.,punct,overlooked,VERB,O
1,'','',PUNCT,'',punct,?,PUNCT,O
1,``,`,PUNCT,``,punct,.,PUNCT,O
1,I,-PRON-,PRON,PRP,nsubj,``,PUNCT,O
1,am,be,AUX,VBP,ROOT,I,PRON,O
1,afraid,afraid,ADJ,JJ,acomp,am,AUX,O
1,",",",",PUNCT,",",punct,afraid,ADJ,O
1,my,-PRON-,DET,PRP$,poss,",",PUNCT,O
1,dear,dear,ADJ,JJ,amod,my,DET,O
1,Watson,Watson,PROPN,NNP,npadvmod,dear,ADJ,O
1,",",",",PUNCT,",",punct,Watson,PROPN,O
1,that,that,SCONJ,IN,mark,",",PUNCT,O
1,most,most,ADV,RBS,nsubj,that,SCONJ,O
1,of,of,ADP,IN,prep,most,ADV,O
1,your,-PRON-,DET,PRP$,poss,of,ADP,O
1,conclusions,conclusion,NOUN,NNS,pobj,your,DET,O
1,were,be,AUX,VBD,ccomp,conclusions,NOUN,O
1,erroneous,erroneous,ADJ,JJ,acomp,were,AUX,O
1,.,.,PUNCT,.,punct,erroneous,ADJ,O
1,When,when,ADV,WRB,advmod,.,PUNCT,O
1,I,-PRON-,PRON,PRP,nsubj,When,ADV,O
1,said,say,VERB,VBD,advcl,I,PRON,O
1,that,that,SCONJ,IN,mark,said,VERB,O
1,you,-PRON-,PRON,PRP,nsubj,that,SCONJ,O
1,stimulated,stimulate,VERB,VBN,ccomp,you,PRON,O
1,me,-PRON-,PRON,PRP,dobj,stimulated,VERB,O
1,I,-PRON-,PRON,PRP,nsubj,me,PRON,O
1,meant,mean,VERB,VBN,ROOT,I,PRON,O
1,",",",",PUNCT,",",punct,meant,VERB,O
1,to,to,ADP,IN,aux,",",PUNCT,O
1,be,be,AUX,VB,advcl,to,ADP,O
1,frank,frank,PROPN,NNP,acomp,be,AUX,O
1,",",",",PUNCT,",",punct,frank,PROPN,O
1,that,that,SCONJ,IN,mark,",",PUNCT,O
1,in,in,ADP,IN,prep,that,SCONJ,O
1,noting,note,VERB,VBG,pcomp,in,ADP,O
1,your,-PRON-,DET,PRP$,poss,noting,VERB,O
1,fallacies,fallacy,NOUN,NNS,dobj,your,DET,O
1,I,-PRON-,PRON,PRP,nsubjpass,fallacies,NOUN,O
1,was,be,AUX,VBD,auxpass,I,PRON,O
1,occasionally,occasionally,ADV,RB,advmod,was,AUX,O
1,guided,guide,VERB,VBN,ccomp,occasionally,ADV,O
1,towards,towards,ADP,IN,prep,guided,VERB,O
1,the,the,DET,DT,det,towards,ADP,O
1,truth,truth,NOUN,NN,pobj,the,DET,O
1,.,.,PUNCT,.,punct,truth,NOUN,O
1,Not,not,PART,RB,neg,.,PUNCT,B-NEG
1,that,that,SCONJ,IN,mark,Not,PART,O
1,you,-PRON-,PRON,PRP,nsubj,that,SCONJ,O
1,are,be,AUX,VBP,ROOT,you,PRON,O
1,entirely,entirely,ADV,RB,advmod,are,AUX,O
1,wrong,wrong,ADJ,JJ,acomp,entirely,ADV,O
1,in,in,ADP,IN,prep,wrong,ADJ,O
1,this,this,DET,DT,det,in,ADP,O
1,instance,instance,NOUN,NN,pobj,this,DET,O
1,.,.,PUNCT,.,punct,instance,NOUN,O
1,The,the,DET,DT,det,.,PUNCT,O
1,man,man,NOUN,NN,nsubj,The,DET,O
1,is,be,AUX,VBZ,ROOT,man,NOUN,O
1,certainly,certainly,ADV,RB,advmod,is,AUX,O
1,a,a,X,LS,det,certainly,ADV,O
1,country,country,NOUN,NN,compound,a,X,O
1,practitioner,practitioner,NOUN,NN,attr,country,NOUN,O
1,.,.,PUNCT,.,punct,practitioner,NOUN,O
1,And,and,CCONJ,CC,cc,'',PUNCT,O
1,he,-PRON-,PRON,PRP,nsubj,And,CCONJ,O
1,walks,walk,VERB,VBZ,ROOT,he,PRON,O
1,a,a,X,LS,det,walks,VERB,O
1,good,good,ADJ,JJ,amod,a,X,O
1,deal,deal,NOUN,NN,dobj,good,ADJ,O
1,.,.,PUNCT,.,punct,deal,NOUN,O
1,'','',PUNCT,'',punct,.,PUNCT,O
1,``,`,PUNCT,``,punct,'',PUNCT,O
1,Then,then,ADV,RB,advmod,``,PUNCT,O
1,I,-PRON-,PRON,PRP,nsubj,Then,ADV,O
1,was,be,AUX,VBD,ROOT,I,PRON,O
1,right,right,ADJ,JJ,acomp,was,AUX,O
1,.,.,PUNCT,.,punct,right,ADJ,O
1,'','',PUNCT,'',punct,.,PUNCT,O
1,``,`,PUNCT,``,ROOT,'',PUNCT,O
1,To,to,ADP,IN,pcomp,``,PUNCT,O
1,that,that,SCONJ,IN,det,To,ADP,O
1,extent,extent,NOUN,NN,pobj,that,SCONJ,O
1,.,.,PUNCT,.,punct,extent,NOUN,O
1,'','',PUNCT,'',punct,.,PUNCT,O
1,``,`,PUNCT,``,punct,'',PUNCT,O
1,But,but,CCONJ,CC,cc,``,PUNCT,O
1,that,that,SCONJ,IN,nsubj,But,CCONJ,O
1,was,be,AUX,VBD,ROOT,that,SCONJ,O
1,all,all,DET,DT,attr,was,AUX,O
1,.,.,PUNCT,.,punct,all,DET,O
1,'','',PUNCT,'',punct,.,PUNCT,O
1,``,`,PUNCT,``,punct,.,PUNCT,O
1,No,no,INTJ,UH,intj,``,PUNCT,B-NEG
1,",",",",PUNCT,",",punct,No,INTJ,O
1,no,no,INTJ,UH,intj,",",PUNCT,O
1,",",",",PUNCT,",",punct,no,INTJ,O
1,my,-PRON-,DET,PRP$,poss,",",PUNCT,O
1,dear,dear,ADJ,JJ,amod,my,DET,O
1,Watson,Watson,PROPN,NNP,ROOT,dear,ADJ,O
1,",",",",PUNCT,",",punct,Watson,PROPN,O
1,not,not,PART,RB,neg,",",PUNCT,O
1,all,all,DET,DT,appos,not,PART,O
1,--,--,PUNCT,:,punct,all,DET,O
1,by,by,ADP,IN,prep,--,PUNCT,O
1,no,no,INTJ,UH,det,by,ADP,O
1,means,mean,VERB,VBZ,pobj,no,INTJ,O
1,all,all,DET,DT,appos,means,VERB,O
1,.,.,PUNCT,.,punct,all,DET,O
1,I,-PRON-,PRON,PRP,nsubj,'',PUNCT,O
1,would,would,VERB,MD,aux,I,PRON,O
1,suggest,suggest,VERB,VB,ROOT,would,VERB,O
1,",",",",PUNCT,",",punct,suggest,VERB,O
1,for,for,ADP,IN,prep,",",PUNCT,O
1,example,example,NOUN,NN,pobj,for,ADP,O
1,",",",",PUNCT,",",punct,example,NOUN,O
1,that,that,SCONJ,IN,mark,",",PUNCT,O
1,a,a,X,LS,det,that,SCONJ,O
1,presentation,presentation,PROPN,NNP,nsubj,a,X,O
1,to,to,ADP,IN,prep,presentation,PROPN,O
1,a,a,X,LS,det,to,ADP,O
1,doctor,doctor,NOUN,NN,pobj,a,X,O
1,is,be,AUX,VBZ,ccomp,doctor,NOUN,O
1,more,more,ADJ,JJR,advmod,is,AUX,O
1,likely,likely,ADV,RB,acomp,more,ADJ,O
1,to,to,ADP,IN,aux,likely,ADV,O
1,come,come,VERB,VB,xcomp,to,ADP,O
1,from,from,ADP,IN,prep,come,VERB,O
1,a,a,X,LS,det,from,ADP,O
1,hospital,hospital,NOUN,NN,pobj,a,X,O
1,than,than,SCONJ,IN,prep,hospital,NOUN,O
1,from,from,ADP,IN,prep,than,SCONJ,O
1,a,a,X,LS,det,from,ADP,O
1,hunt,hunt,PROPN,NNP,pobj,a,X,O
1,",",",",PUNCT,",",punct,hunt,PROPN,O
1,and,and,CCONJ,CC,cc,",",PUNCT,O
1,that,that,SCONJ,IN,mark,and,CCONJ,O
1,when,when,ADV,WRB,advmod,that,SCONJ,O
1,the,the,DET,DT,det,when,ADV,O
1,initials,initial,NOUN,NNS,nsubjpass,the,DET,O
1,`,`,PUNCT,'',punct,initials,NOUN,O
1,C.C.,C.C.,PROPN,NNP,appos,`,PUNCT,O
1,',',PUNCT,'',punct,C.C.,PROPN,O
1,are,be,AUX,VBP,auxpass,',PUNCT,O
1,placed,place,VERB,VBN,advcl,are,AUX,O
1,before,before,ADP,IN,prep,placed,VERB,O
1,that,that,SCONJ,IN,det,before,ADP,O
1,hospital,hospital,NOUN,NN,pobj,that,SCONJ,O
1,the,the,DET,DT,det,hospital,NOUN,O
1,words,word,NOUN,NNS,nsubj,the,DET,O
1,`,`,PUNCT,'',punct,words,NOUN,O
1,Charing,char,VERB,VBG,compound,`,PUNCT,O
1,Cross,Cross,PROPN,NNP,nsubj,Charing,VERB,O
1,',',PUNCT,'',case,Cross,PROPN,O
1,very,very,ADV,RB,advmod,',PUNCT,O
1,naturally,naturally,ADV,RB,advmod,very,ADV,O
1,suggest,suggest,VERB,VB,conj,naturally,ADV,O
1,themselves,-PRON-,PRON,PRP,dobj,suggest,VERB,O
1,.,.,PUNCT,.,punct,themselves,PRON,O
1,'','',PUNCT,'',punct,.,PUNCT,O
1,``,`,PUNCT,``,punct,'',PUNCT,O
1,You,-PRON-,PRON,PRP,nsubj,``,PUNCT,O
1,may,may,VERB,MD,aux,You,PRON,O
1,be,be,AUX,VB,ROOT,may,VERB,O
1,right,right,ADJ,JJ,acomp,be,AUX,O
1,.,.,PUNCT,.,punct,right,ADJ,O
1,'','',PUNCT,'',punct,.,PUNCT,O
1,``,`,PUNCT,``,punct,.,PUNCT,O
1,The,the,DET,DT,det,``,PUNCT,O
1,probability,probability,NOUN,NN,nsubj,The,DET,O
1,lies,lie,NOUN,NNS,ROOT,probability,NOUN,O
1,in,in,ADP,IN,prep,lies,NOUN,O
1,that,that,SCONJ,IN,det,in,ADP,O
1,direction,direction,NOUN,NN,pobj,that,SCONJ,O
1,.,.,PUNCT,.,punct,direction,NOUN,O
1,And,and,CCONJ,CC,cc,'',PUNCT,O
1,if,if,SCONJ,IN,mark,And,CCONJ,O
1,we,-PRON-,PRON,PRP,nsubj,if,SCONJ,O
1,take,take,VERB,VB,advcl,we,PRON,O
1,this,this,DET,DT,dobj,take,VERB,O
1,as,as,SCONJ,IN,prep,this,DET,O
1,a,a,X,LS,det,as,SCONJ,O
1,working,work,VERB,VBG,amod,a,X,O
1,hypothesis,hypothesis,NOUN,NN,pobj,working,VERB,O
1,we,-PRON-,PRON,PRP,nsubj,hypothesis,NOUN,O
1,have,have,AUX,VBP,ROOT,we,PRON,O
1,a,a,X,LS,det,have,AUX,O
1,fresh,fresh,ADJ,JJ,amod,a,X,O
1,basis,basis,NOUN,NN,dobj,fresh,ADJ,O
1,from,from,ADP,IN,prep,basis,NOUN,O
1,which,which,DET,WDT,pobj,from,ADP,O
1,to,to,ADP,IN,aux,which,DET,O
1,start,start,VERB,VB,relcl,to,ADP,O
1,our,-PRON-,DET,PRP$,poss,start,VERB,O
1,construction,construction,NOUN,NN,dobj,our,DET,O
1,of,of,ADP,IN,prep,construction,NOUN,O
1,this,this,DET,DT,det,of,ADP,O
1,unknown,unknown,ADJ,JJ,amod,this,DET,B-NEG
1,visitor,visitor,PROPN,NNP,pobj,unknown,ADJ,O
1,.,.,PUNCT,.,punct,visitor,PROPN,O
1,'','',PUNCT,'',punct,.,PUNCT,O
1,``,`,PUNCT,``,punct,'',PUNCT,O
1,Well,well,INTJ,UH,intj,``,PUNCT,O
1,",",",",PUNCT,",",punct,Well,INTJ,O
1,then,then,ADV,RB,advmod,",",PUNCT,O
1,",",",",PUNCT,",",punct,then,ADV,O
1,supposing,suppose,VERB,VBG,advcl,",",PUNCT,O
1,that,that,SCONJ,IN,mark,supposing,VERB,O
1,`,`,PUNCT,'',punct,that,SCONJ,O
1,C.C.H.,C.C.H.,PROPN,NNP,nsubj,`,PUNCT,O
1,',',PUNCT,'',punct,C.C.H.,PROPN,O
1,does,do,AUX,VBZ,aux,',PUNCT,O
1,stand,stand,VERB,VB,ccomp,does,AUX,O
1,for,for,ADP,IN,prep,stand,VERB,O
1,`,`,PUNCT,'',punct,for,ADP,O
1,Charing,char,VERB,VBG,compound,`,PUNCT,O
1,Cross,Cross,PROPN,NNP,compound,Charing,VERB,O
1,Hospital,hospital,NOUN,NN,pobj,Cross,PROPN,O
1,",",",",PUNCT,",",punct,Hospital,NOUN,O
1,',',PUNCT,'',punct,",",PUNCT,O
1,what,what,PRON,WP,dobj,',PUNCT,O
1,further,further,ADV,RB,amod,what,PRON,O
